Symbol	Description
SLV	Stealth Ventures Ltd.
SM	Sendero Mining Corp
SM.WT	Sendero Mining Corp Wts
SMB	Simba Energy Inc.
SMD	Strategic Metals Ltd
SME	Sama Resources Inc
SMI	Saturn Minerals Inc.
SMM	Silver Mountain Mines Inc
SMN	San Marco Resources Inc
SMO	Sonoro Metals Corp
SMP	Strata Minerals Inc
SMQ	Quetzal Energy Ltd.
SMS	Sustainco Inc
SMU.UN	Summit Industrial Income REIT
SMY	Search Minerals Inc
SN	Sennen Resources Ltd.
SNA	Star Navigation Systems Group Ltd
SND	Sandstorm Metals And Energy Ltd
SNG	Silver Range Resources Ltd
SNK.P	Stratton Capital Corp
SNM	Shamaran Petroleum Corp.
SNN	Sintana Energy Inc
SNO	Snowfield Development Corp
SNR	Senator Minerals Inc.
SNV	Sonoro Energy Ltd.
SNY	Sundance Energy Corporation
SOC	Sonora Gold & Silver Corp.
SOG	Strategic Oil
SOI	Sirios Resources Inc
SOJ	Sojourn Ventures Inc
SOL	Soltoro Ltd.
SOP	Source Exploration Corp
SOV	Soldi Ventures Inc.
SPA	Spanish Mountain Gold Ltd
SPC	Superior Copper Corp
SPF	Silver Pursuit Resources Ltd
SPH.H	Sphere Resources Inc.
SPI	Canadian Spirit Resources Inc.
SPN	Snipp Interactive Inc
SPP	Spot Coffee Canada Ltd.
SPR	Supreme Resources Ltd.
SPS.A	Sportscene Group Inc Cl A Mv
SPW	Sparrow Ventures Corp
SPX	Stellar Pacific Ventures Inc.
SPY	Sprylogics International Corp.
SQA	Stina Resources Ltd.
SQD	Sqi Diagnostics Inc.
SQG	Spackman Equities Group Inc
SRB	Solomon Resources Limited
SRC	Stakeholder Gold Corp
SRD	Strait Gold Corporation
SRE	Saville Resources Inc.
SRI	Sparton Resources Inc
SRK	Strike Gold Corp
SRL	Salazar Resources Limited
SRN	Suroco Energy Inc.
SRP.P	Sanction Capital Corp
SRR	Statesman Resources Ltd.
SRW	Solid Resources Ltd
SRX	Storm Resources Ltd
SSA	Spectra Inc
SSC	Smartcool Systems Inc
SSE	Silver Spruce Resources Inc
SSG	Sigma Industries Inc
SSM	Sunset Cove Mining Inc
SSN	Stetson Oil
SSN.PR.A	Stetson Oil & Gas Ltd. Preferred Ser 1
SSP	Sandspring Resources Ltd.
SSR	Silver Shield Resources Corp.
SSS	Stem Cell Therapeutics Corp.
SSV	Southern Silver Exploration Corp.
SSZ	Ssp Offshore Inc
STA	Sanatana Resources Inc
STC	Sangoma Technologies Corporation
STG	Sustainable Energy Technologies Ltd.
STH	Stelmine Canada Ltd.
STI	Strategic Resources Inc
STK	Strike Minerals Inc.
STR.H	Santa Rose Resource Corp
STT	Semcan Inc
STU.P	Southtech Capital Corporation
SUG	Suparna Gold Corp
SUI	Superior Mining International Corp.
SUL	Sultan Minerals Inc.
SUP	Northern Superior Resources Inc.
SUV	Star Uranium Corp.
SVA	Sernova Corp
SVG	Silver Grail Resources Ltd.
SVI	Storagevault Canada Inc
SVL	Silvercrest Mines Inc.
SVS	Solarvest Bioenergy Inc
SVT	Savant Explorations Ltd.
SVU	Spur Ventures Inc
SVV	Solvista Gold Corporation
SWA	Sarama Resources Ltd
SWE	Silverwillow Energy Corporation
SWN	Selwyn Resources Ltd.
SWR	Swift Resources Inc
SXE	Strata X Ltd
SXG	Samex Mining Corp.
SXL	Slam Exploration Ltd.
SXR	SGX Resources Inc
SXS	Solimar Energy Limited
SY	Symbility Solutions Inc
SYC	Surrey Capital Corporation
SYD	Synodon Inc
SYH	Skyharbour Resources Ltd.
SYI	Silvermet Inc.
SYL	Symax Lift Holding Co. Ltd.
SYS	Sona Resources Corp
SYZ	Sylogist Ltd
TAB	Touchstone Exploration Inc
TAC	Tasca Resources Ltd
TAE	Transamerican Energy Inc
TAJ	Tajiri Resources Corp
TAK	Taku Gold Corp
TAM	Tamerlane Ventures Inc
TAR	Astar Minerals Ltd.
TAU	Tintina Resources Inc.
TAW	Tawsho Mining Inc.
TBD	Thunderbird Energy Corporation
TBR	Timberline Resources Corporation
TCC	Tarsis Resources Ltd.
TCF	Cbm Asia Development Corp.
TCI	Target Capital Inc.
TCR	Torch River Res Ltd.
TDC	Tyhee Gold Corp
TDR.H	Tudor Corporation Ltd
TDW	Touchdown Capital Inc
TEI	Toscana Energy Income Corporati
TEI.DB	Toscana Energy Income Corp 6.75
TEM	Tembo Gold Corp
TEN	Terraco Gold Corp.
TES	Tesoro Minerals Corp
TFR	Terra Firma Resources Inc.
TGC	Terra Nova Minerals Inc.
TGD	Trigold Resources Inc
TGI.H	True Grit Resources Ltd
TGK	Trio Gold Corp
TGM	True Gold Mining Inc
TGR	Tiger International Resources I
TGV	Tango Gold Mines Incorporated
TGX	True North GEMS Inc
THC	Thelon Capital Ltd.
THG	Threegold Resources Inc.
THH	Theia Resources Ltd
THX	Thor Explorations Ltd.
TIC	Titanium Corporation Inc.
TIG	Tigray Resources Inc
TII	Terra Firma Capital Corporation
TIN	Eurotin Inc
TIP.H	Tyner Resources Ltd
TJ	Tad Mineral Exploration Inc
TK	Tinka Resources Ltd
TKK	Takara Resources Inc.
TLA	Titan Logix Corp
TLL.H	Tilting Capital Corp.
TLN	Thallion Pharmaceuticals Inc
TLR	Teslin River Resources Corp
TLT	Theralase Technologies Inc.
TM	Tumi Resources Ltd
TMD	Titan Medical Inc.
TMD.WT.B	Titan Medical Inc Wts Cl B
TMD.WT.C	Titan Medical Inc Wts Cl C
TME	Temex Resources Corp
TMG	Thermal Energy International Inc.
TMT.H	T.M.T. Resources Inc.
TMV	3Mv Energy Corp
TNA	Evergreen Gaming Corporation
TNC	Tio Networks Corp.
TNG	Transgaming Inc.
TNK	Iron Tank Resources Corp
TNM	Trillium North Minerals Ltd.
TNO	Terreno Resources Corp
TNR	Tnr Gold Corp
TOE	Tri Origin Exploration Ltd.
TOL	Trioil Resources Ltd
TOM	Tolima Gold Inc
TPA.H	Tapango Resources Ltd.
TPN	Taipan Resources Inc.
TQC.P	Turquoise Capital Corp
TQY	Tanqueray Resources Ltd
TRA	Teras Resources Inc
TRC	Teryl Resources Corp
TRK	Toro Resources Corp
TRM	Trueclaim Exploration Inc.
TRN	Trincan Capital Corp.
TRO	Taranis Resources Inc.
TRS	Tres-Or Resources Ltd.
TRU	Trius Investments Inc.
TSD	Tsodilo Resources Ltd
TSG	Tristar Gold Inc.
TSM	Tasman Metals Ltd.
TSN	Telson Resources Inc
TSP	Titan Star Properties Inc
TSQ	Tosca Mining Corp.
TSU	Transeuro Energy Corp
TTG	Trident Gold Corp
TTL.P	Triox Limited
TTQ	Ttm Resources Inc.
TTS	Tintina Mines Ltd
TTT	Times Telecom Inc
TTW	Times Three Wireless Inc
TTZ	Total Telcom Inc.
TUF	Honey Badger Exploration Inc.
TUN.P	Ituna Capital Corporation
TUO	Teuton Resources Corp.
TUS	Tuscany Energy Ltd.
TVE	Tamarack Valley Energy Ltd
TVL	Traverse Energy Ltd.
TVN.H	Troon Ventures Ltd
TVR	Tri-River Ventures Inc.
TWR	Tower Energy Ltd.
TXR	Terrax Minerals Inc.
TXX	Tirex Resources Ltd.
TYE	Troymet Exploration Corp.
TYP	Typhoon Exploration Inc.
TZM	Tanzania Minerals Corp
TZR	Terrace Energy Corp
UAV	Universal Wing Technologies Inc.
UAX	Athabasca Uranium Inc.
UBN	Urban Communications Inc.
UBR	Uragold Bay Resources Inc.
UBS	Unique Broadband Systemsinc.
UC	Uc Resources Ltd.
UCL	United Coal Holdings Ltd.
UCU	Ucore Rare Metals Inc
UFC	Urbanfund Corp.
UGD	Unigold Inc.
UHO	United Hunter Oil And Gas Corp
UI	Urbanimmersive Technologies Inc
ULI	Ultra Lithium Inc.
ULT	Ultra Resources Corp
UMB	Umbral Energy Corp
UMF.A	Starlight US Multi Family Core
UN	Universal Ventures Inc Com Npv
UQ	Unique Resources Corp
URA	Anglo Canadian Mining Corp
URC	Uracan Resources Ltd.
USO	US Oil Sands Inc
USS	Uniserve Communications Corporation
UTY	Unity Energy Corp.
UVI	Unilens Vision Inc.
UVN	Uravan Minerals Inc
VAL	Valgold Resources Ltd
VAX	Vantex Resources Ltd.
VBI	Vivione Biosciences Inc
VCV	Vatic Ventures Corp
VDO	Nevado Resources Corporation
VDR	Vendome Resources Corp.
VEL	Vanoil Energy Ltd.
VFX	Virtutone Networks Inc.
VGC	Viking Gold Exploration Inc
VGD	Visible Gold Mines Inc.
VGL	Vigil Health Solutions Inc.
VGM	Virgin Metals Inc
VGN	Greencastle Res Ltd.
VH	Valhalla Resources Ltd
VID	Somedia Networks Inc
VIK	Petro Viking Energy Inc
VIO	Vior Inc. [Societe D Exploration Miniere
VIT	Victoria Gold Corp.
VIV	Avivagen Inc
VLA	Vela Minerals Ltd
VLC.H	Velocity Minerals Ltd
VLR.H	Valor Ventures Inc.
VLV	Venerable Ventures Ltd.
VML	Viscount Mining Corp
VMS	Vms Ventures Inc.
VMV	Victory Mountain Ventures Ltd
VMY.H	Voice Mobility International In
VOL	Volcanic Metals Corp.
VOX	360 Vox Corporation
VPI	Vitality Products Inc.
VPO.H	Valparaiso Energy Inc.
VPT	Ventripoint Diagnostics Ltd.
VPY	Versapay Corporation
VQA	Valterra Resource Corp Com
VQS	Viq Solutions Inc.
VR	Victory Resources Corp.
VRD	Viridis Energy Inc.
VRS	Verisante Technology Inc
VRZ.H	Veraz Petroleum Ltd
VSI	Vendtek Systems Inc
VSR	Vanstar Mining Resources Inc
VST	Vast Exploration Inc.
VTI	Valdor Technology International Inc.
VTM.H	Valiant Minerals Ltd
VUI	Virginia Energy Resources Inc
VUL	Vulcan Minerals Inc
VV	Versatile Systems Inc.
VVC	Vvc Exploration Corp.
VVI	Valencia Ventures Inc.
VVN	Victory Ventures Inc
VVV	Venturi Ventures Inc
VYC	Vanity Capital Inc
VZZ	Uranium Valley Mines Ltd
WAI	West African Iron Ore Corp
WAI.WT	West African Iron Ore Corp Wts
WAL.P	Walmer Capital Corp
WAN	Wanted Technologies Corporation
WAR	War Eagle Mining Company Inc
WAS.P	Watusi Capital Corp
WBE	Westbond Enterprises Corporation
WBI	Welichem Biotech Inc.
WBR	White Bear Resources Inc
WCB	Wcb Resources Ltd
WCC	Consolidated Woodjam Copper Corp
WCE	Wescan Energy Corp
WCI.P	Wedona Capital Inc
WCQ	Wcqca
WCX	Williams Creek Gold Limited
WDG	Giyani Gold Corp
WEB	Westbridge Energy Corp
WED	Westaim Corp.
WEE	Wavefront Technology Solutions Inc.
WEL	Wildcat Exploration Ltd
WER	Weststar Resources Corp
WFP	Wolfpack Gold Corp
WGF	Wescan Goldfields Inc.
WGI	Wheels Group Inc
WGX.H	Whistler Gold Exploration Inc.
WHN	Westhaven Ventures Inc
WHY	West High Yield Resources Ltd
WIF	Windfire Capital Corp
WIL	Wilton Resources Inc
WKG	Westkam Gold Corp
WKM	West Kirkland Mining Inc
WLF	Wolfden Resources Corporation
WLK.P	Westlake Capital Ltd
WLP.P	Wolfpack Capital Corp
WLV	Wolverine Minerals Corp.
WMK.H	Whitemud Resources Inc
WML	Wealth Minerals Ltd.
WMM	West Melville Metals Inc Com Np
WMR	Westminster Resources Ltd.
WMT	West Mountain Capital Corp.
WNX.H	Warnex Inc
WOF	Woulfe Mining Corp.
WOO	Cogitore Resources Inc.
WP	Western Pacific Trust Company
WPP	Western Plains Petroleum Ltd.
WPQ	Wpc Resources Inc
WPR	White Pine Resources Inc
WRA	Windarra Minerals Ltd
WRD	Wolf Resource Development Corp
WRI	Waseco Resources Inc.
WRP	Western Pacific Resources Corp
WRR	Walker River Resources Corporat
WRX.H	Wireless Matrix Corp
WRY	Western Troy Cap Res Inc
WSC	West Street Capital Corp.
WSE.H	Wellstar Energy Corp
WST	Westridge Resources Inc
WTA	Winalta Inc
WTC	White Tiger Mining Corp.
WVR	Wind River Energy Corp
WX	Wrangler West Energy Corp. [Tie
WYM	Waymar Resources Ltd
WZR	Westernzagros Resources Ltd.
XAG	Xtierra Inc.
XCP	Coopers Park Corporation
XCX.H	Chinook Tyee Industry Limited
XE	Xemplar Energy Corp.
XEL	Xcite Energy Limited
XI	Exclamation Investments Corporation
XIM	Ximen Mining Corp
XL	Xxl Energy Corp
XLM	Azura Ventures Ltd
XME	Xmet Inc
XOP	Canadian Overseas Petroleum Limited
XT	X-Terra Resources Corporation
XTM	Transition Metals Corp
XX	Avante Logixx Inc
XYL	Chudleigh Ventures Inc
YAK	Mongolia Growth Group Ltd
YEL	Macusani Yellowcake Inc.
YFI	Edgewater Wireless Systems Inc
YGR	Yangarra Resources Ltd
YO	Yoho Resources Inc
YOO	Yangaroo Inc
YTY	Wi2Wi Corporation
Z	Stronghold Metals Inc
ZAD	Zadar Ventures Ltd
ZAO	Zaio Corporation
ZC	Zimtu Capital Corp.
ZCC	Zena Mining Corp
ZED	Zedi Inc.
ZEN	Zenyatta Ventures Ltd
ZEX	Zodiac Exploration Inc.
ZFR	Zephyr Minerals Ltd
ZGG	Z Gold Exploration Inc.
ZIM	Zinco Mining Corp.
ZKL	China Keli Electric Company Ltd
ZMD	Zoommed Inc
ZMS	Zecotek Photonics Inc.
ZNN	Zenn Motor Company Inc.
ZNR	Zone Resources Inc.
ZON	Zonte Metals Inc
ZOO	Zoolander Corp
ZOR.P	Zorro Capital Inc
ZTE	Ztest Electronics Inc
ZUM	Zoomermedia Limited
